IdPE	Gem	Maf	Tul	Mas	Orc	Euj	Col	Dep	Meh	Saa	Lon	Cir	Myo	Cof	Euh	Elm
817	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0
818	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1
819	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1
820	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1
821	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1
822	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0
823	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1
824	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
825	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0
826	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
827	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0
828	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
829	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0
830	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
831	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
832	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
833	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
834	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1
835	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1
836	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0
837	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0
838	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1
839	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0
840	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0
841	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0
842	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1
843	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
844	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1
845	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1
846	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0
847	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0
848	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	0
849	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0
850	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0
851	1	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1
852	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1
853	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1
854	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1
855	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1
856	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1
857	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
858	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
859	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0
860	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0
861	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1
862	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
863	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0
864	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1
865	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1
866	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1
867	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1
868	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0
869	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0
870	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0
871	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
872	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1
873	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
874	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1
875	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0
876	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0
877	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1
878	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
879	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
880	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1
881	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
882	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1
883	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
884	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
885	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
886	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0
887	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0
888	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0
889	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0
890	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
891	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1
892	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
893	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0
894	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1
895	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
896	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1
897	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0
898	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0
899	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1
900	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0
901	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
902	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0
903	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
904	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
905	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
906	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
907	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
908	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0
909	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0
910	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
911	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
912	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
913	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
914	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
