IdPE	loc	UE	long	lat	agri	arbu	prai	hydro	foret	heter	ecot	fcoeur	lisi	pente	alt	prec	temp	bati
386	Grande-Terre	Fonds	664500	1801300	0.2982	0	0.1409	1.9244	0.488	0.7684	49.392	0	264.0339	17.1153	62.2378	1698.2153	25.3617	0.0184
387	Grande-Terre	Plateaux_E	673700	1801300	0.001	0	0.9495	23.8129	0.0495	0	1.2068	0	64.7747	6.6907	36.8316	1420.6906	25.7012	0.019
388	Grande-Terre	Plateaux_E	675100	1801300	0.0437	0	0.8256	29.5342	0.1307	0.213	9.0062	0	132.787	6.4224	31.4334	1389.0054	25.7099	0.0094
389	Grande-Terre	Plateaux_E	679900	1801300	0.9346	0	0.0232	4.2167	0.021	0.7223	15.4506	0	34.2685	1.8671	39.7917	1313.527	25.7778	0.0109
390	Basse-Terre	Altimontain	632100	1801100	0	0	0	10.6378	0.9995	0	0	0.8748	0.6481	15.5048	533.7012	2781.0632	22.4975	0
391	Basse-Terre	Foret_ombrophile	634900	1801100	0	0	0	20.4717	1	0	0	0.9622	0	14.4867	470.299	2603.1182	23.7321	0
392	Basse-Terre	Foret_ombrophile	635100	1801100	0	0	0	21.235	0.9997	0	0	0.9135	0.7377	14.4434	445.1611	2574.939	23.879	1.00E-04
393	Basse-Terre	Foret_ombrophile	635500	1801100	0	0	0	22.0695	0.9987	0	0	0.8054	2.1019	15.7862	397.2159	2520.8425	24.1321	2.00E-04
394	Grande-Terre	Morne	657900	1801100	0.2512	0	0.5246	6.5443	0.2078	1.0521	37.8488	0	97.7654	1.3572	5.9902	1598.6027	25.6642	0.0062
395	Grande-Terre	Fonds	665300	1801100	0.3246	0	0.1308	2.6037	0.4898	0.9141	56.0031	0	259.713	16.6054	70.512	1716.3973	25.2889	0.0183
396	Grande-Terre	Fonds	668100	1801100	0.336	0	0.0857	2.9131	0.5409	0.8094	36.3241	0	264.8827	12.966	75.3654	1672.7314	25.2815	0.0171
397	Grande-Terre	Fonds	668500	1801100	0.3632	0	0.0853	1.9263	0.5343	0.6141	25.1019	0	263.8333	13.1469	74.8175	1654.5378	25.3259	0.0195
398	Grande-Terre	Plateaux_E	678300	1801100	0.7792	0	0.1403	17.7807	0.0379	1.0672	30.0525	0	51.6574	2.8713	37.837	1340.7925	25.7407	0.0097
399	Basse-Terre	Altimontain	632300	1800900	0	0	0	7.5826	0.9995	0	0	0.9058	0.6481	15.398	558.8956	2796.1489	22.4074	0
400	Basse-Terre	Altimontain	632500	1800900	0	0	0	8.2897	0.9997	0	0	0.913	0.463	15.1838	571.6227	2791.9915	22.442	0
401	Basse-Terre	Foret_sempervirente	642900	1800900	0.769	0	0.0235	41.4656	0.1229	1.0009	43.7438	0	103.4074	1.5995	11.9253	1605.6628	25.7432	0.0273
402	Grande-Terre	Morne	659300	1800900	0.6052	0	0.1314	3.3385	0.058	1.3327	33.6235	0	60.0926	2.8099	12.8164	1624.5	25.6062	0.0482
403	Grande-Terre	Fonds	664700	1800900	0.3019	0	0.1497	2.3722	0.5001	0.7628	46.5802	0	265.9043	17.222	65.9774	1721.3611	25.3062	0.0133
404	Grande-Terre	Fonds	670500	1800900	0.2066	0	0.2407	3.8423	0.4815	1.0936	46.9228	0	225.4568	14.3662	59.6125	1534.7061	25.5938	0.0099
405	Grande-Terre	Plateaux_E	672500	1800900	0.1927	0	0.6715	17.4526	0.1359	0.5996	13.429	0	127.6451	7.7237	41.95	1461.52	25.6531	0.0122
406	Grande-Terre	Plateaux_E	673300	1800900	0.0413	0	0.9039	21.8909	0.0548	0.1928	8.8302	0	61.4815	6.7316	41.3672	1438.25	25.684	0.0162
407	Grande-Terre	Plateaux_E	674900	1800900	0.0082	0	0.9155	32.1312	0.0763	0.0213	3.3272	0	81.7315	6.2733	34.6345	1401.5062	25.7	0.0092
408	Grande-Terre	Plateaux_E	682500	1800900	0.9058	0	0.0583	8.959	0.0289	0.7721	34.1111	0	38.8056	1.1429	43.1539	1290.7762	25.7988	0.0128
409	Basse-Terre	Altimontain	632700	1800700	0	0	0	5.5838	0.9997	0	0	0.9529	0.463	15.0629	592.0635	2800.4182	22.4025	0
410	Basse-Terre	Foret_ombrophile	634900	1800700	0	0	0	16.7987	1	0	0	0.9902	0	14.7803	473.5006	2621.6589	23.6741	0
411	Basse-Terre	Foret_ombrophile	636300	1800700	0	0	0	14.0382	0.9996	0	0	0.7819	0.7407	15.8434	324.6539	2455.0586	24.3975	0
412	Basse-Terre	Foret_ombrophile	636500	1800700	0	0	0	13.7029	0.9995	0	0	0.7215	1.3148	15.6393	306.2413	2428.541	24.4654	0
413	Basse-Terre	Foret_ombrophile	636700	1800700	0.0044	0	0	15.1566	0.9947	0.021	1.0957	0.6913	3.8704	15.2233	287.5789	2398.7275	24.5358	0
414	Basse-Terre	Foret_sempervirente	640900	1800700	0.7038	0	0	15.2041	0.1933	1.0076	57.5494	0	122.4043	4.7206	33.4612	1676.9961	25.763	0.0202
415	Grande-Terre	Morne	658100	1800700	0.3931	0	0.4163	0.8576	0.1379	1.2624	41.7068	0	80.9383	1.8765	7.9657	1617.0664	25.6321	0.0064
416	Grande-Terre	Fonds	667300	1800700	0.2239	0	0.0826	1.5	0.6216	1.0177	64.3241	0	241.7531	15.11	78.1078	1712.4537	25.2235	0.0069
417	Grande-Terre	Plateaux_E	671900	1800700	0.2589	0	0.4719	11.6433	0.2448	0.9071	24.179	0	176.7315	10.2206	46.321	1486.0162	25.6272	0.0076
418	Grande-Terre	Plateaux_E	675300	1800700	0.0989	0	0.8052	33.6841	0.0959	0.2939	8.216	0	100.7191	5.7252	34.9711	1396.9537	25.7	0.0087
419	Grande-Terre	Plateaux_E	675900	1800700	0.3469	0	0.5722	32.5605	0.0808	0.8345	15.4537	0	85.2778	4.4608	35.6291	1385.6057	25.7	0.0084
420	Grande-Terre	Plateaux_E	679100	1800700	0.9242	0	0.0155	11.7841	0.0339	0.7985	15.5556	0	47.6759	2.503	42.7016	1337.0548	25.7247	0.0144
421	Grande-Terre	Plateaux_E	680100	1800700	0.9551	0	0	12.5807	0.0208	0.7832	14.1019	0	32.1852	1.848	44.0378	1318.8325	25.7519	0.0158
422	Grande-Terre	Plateaux_E	681500	1800700	0.8397	0	1.00E-04	7.2842	0.0359	0.9809	38.4136	0	48.1235	1.6765	42.9032	1302.1412	25.7741	0.0228
423	Basse-Terre	Foret_ombrophile	634700	1800500	0	0	0	13.1941	1	0	0	1	0	14.765	495.5928	2651.9536	23.5123	0
424	Basse-Terre	Foret_ombrophile	636900	1800500	0.0152	0	0	14.2972	0.9837	0.0531	3.608	0.7183	6.9105	14.9565	271.0092	2367.2864	24.6136	1.00E-04
425	Basse-Terre	Foret_ombrophile	637100	1800500	0.0211	0	0	12.3126	0.9775	0.0936	4.9846	0.6866	9.9167	14.0319	255.2799	2327.4961	24.7012	1.00E-04
426	Basse-Terre	Foret_sempervirente	643300	1800500	0.8464	0	0.0049	21.008	0.097	0.6784	45.1481	0	77.608	2.3318	16.8084	1619.7507	25.7111	0.0105
427	Basse-Terre	Foret_sempervirente	643700	1800500	0.8697	0	0.0124	9.0977	0.0792	0.6573	41.1296	0	63.5957	2.5379	18.9236	1612.3086	25.7012	0.0074
428	Grande-Terre	Morne	659100	1800500	0.5378	0	0.1045	0.2919	0.0615	1.2659	39	0	61.6049	2.9143	13.7139	1641.0555	25.584	0.0616
429	Grande-Terre	Fonds	663900	1800500	0.3115	0	0.0868	2.1571	0.4985	0.7094	46.2037	0	277.5154	16.5245	56.7106	1735.1573	25.3	0.0186
430	Basse-Terre	Altimontain	632900	1800300	0	0	0	2.2083	1	0	0	1	0	15.4442	614.1065	2813.3735	22.3457	0
431	Basse-Terre	Foret_ombrophile	634500	1800300	0	0	0	10.3349	1	0	0	1	0	14.3424	518.2134	2678.8804	23.3593	0
432	Basse-Terre	Foret_ombrophile	636100	1800300	0	0	0	15.2234	1	0	0	0.9788	0	16.4463	343.3625	2496.7739	24.2877	0
433	Basse-Terre	Foret_ombrophile	637100	1800300	0.0287	0	0	12.4831	0.9687	0.1291	6.5401	0.6986	13.8796	14.1003	254.2965	2325.5664	24.721	1.00E-04
434	Grande-Terre	Fonds	662300	1800300	0.3256	0	0	0.9775	0.3965	0.6611	59.1512	0	275.9383	11.872	34.9512	1697.8511	25.4309	0.0472
435	Basse-Terre	Foret_ombrophile	634300	1800100	0	0	0	7.7894	1	0	0	1	0	14.507	542.7195	2704.4443	23.2049	0
436	Basse-Terre	Foret_ombrophile	636300	1800100	0	0	0	13.3256	1	0	0	0.9446	0	16.4836	326.3127	2470.949	24.3753	0
437	Basse-Terre	Foret_ombrophile	637300	1800100	0.0323	0	0	14.3643	0.9643	0.1411	8.0062	0.6428	17.6204	13.6173	230.9138	2276.5007	24.8346	1.00E-04
438	Grande-Terre	Morne	658300	1800100	0.4098	0	0.2333	0	0.0844	1.4184	48.6327	0	58.2407	2.1266	10.148	1645.5463	25.584	0.0186
439	Grande-Terre	Fonds	665100	1800100	0.2923	0	0.0467	1.1616	0.535	0.9898	50.5463	0	267.3766	16.4807	67.2145	1760.6543	25.2136	0.0178
440	Grande-Terre	Plateaux_E	676300	1800100	0.6755	0	0.2301	23.1325	0.0515	1.1922	23.4969	0	62.4753	4.117	37.2162	1388.1821	25.7	0.0163
441	Grande-Terre	Plateaux_E	678300	1800100	0.6572	0	0.0591	14.0008	0.0586	1.1313	26.3549	0	78.8272	2.8709	43.4782	1367.0107	25.6642	0.033
442	Grande-Terre	Plateaux_E	682700	1800100	0.7026	0	0.1703	10.2789	0.061	1.1826	46.4136	0	74.2222	1.5069	44.3173	1291.1729	25.8049	0.0224
443	Grande-Terre	Plateaux_Atl	687100	1800100	0.2333	0	0	10.1682	0.6249	0.6714	18.2456	0	159.4674	5.052	31.2713	1170.2379	26.1502	0.0023
444	Basse-Terre	Altimontain	632900	1799900	0	0	0	1.5082	1	0	0	1	0	17.1806	622.5314	2830.6235	22.2444	0
445	Basse-Terre	Altimontain	633100	1799900	0	0	0	0.4004	1	0	0	1	0	16.5223	627.6345	2816.4482	22.3617	0
446	Basse-Terre	Altimontain	633300	1799900	0	0	0	1.597	1	0	0	1	0	16.377	627.3065	2800.9443	22.4901	0
447	Basse-Terre	Foret_ombrophile	637500	1799900	0.0424	0	0	16.4437	0.9519	0.1741	11.9414	0.5836	24.8117	13.2539	207.2726	2222.3635	24.9654	5.00E-04
448	Basse-Terre	Foret_sempervirente	642700	1799900	0.6783	0	0.0729	32.277	0.105	1.1503	50.0247	0	109.5278	2.2563	17.773	1677.037	25.6877	0.037
449	Grande-Terre	Fonds	661700	1799900	0.3138	0	0	1.7655	0.3181	0.6928	56.9444	0	267.7994	10.5138	33.8706	1691.8348	25.4827	0.0584
450	Grande-Terre	Fonds	669300	1799900	0.222	0	0.0633	2.0151	0.6624	0.8975	53.6296	0	212.2407	15.728	82.5122	1670.2037	25.2877	0.009
451	Grande-Terre	Plateaux_E	672100	1799900	0.2439	0	0.4301	6.5398	0.2854	1.0199	32.1481	0	163.0586	10.6778	49.6603	1496.6219	25.6049	0.0094
452	Grande-Terre	Plateaux_E	674900	1799900	0.1956	0	0.7384	28.8801	0.066	0.5779	12.4012	0	75.1512	5.5215	37.0812	1414.0972	25.7	0.0176
453	Basse-Terre	Foret_sempervirente	629100	1799700	0	9.00E-04	0.0177	18.0457	0.9337	0.4262	24.4043	0.2518	57.321	18.9608	186.2591	2553.5347	23.6432	0.0057
454	Basse-Terre	Foret_ombrophile	630300	1799700	0	0	0.0177	16.7447	0.9693	0.1184	8.216	0.587	21.6481	22.8244	388.0733	2739.6714	22.7667	2.00E-04
455	Basse-Terre	Foret_ombrophile	630500	1799700	0	0	0.0125	17.2746	0.9749	0.0807	5.4815	0.6497	17.5093	23.3059	411.2907	2758.8503	22.6481	2.00E-04
456	Basse-Terre	Foret_ombrophile	630700	1799700	0	0	0.0026	18.7062	0.9861	0.0377	2.7809	0.7035	12.8765	23.6814	430.5486	2777.3611	22.5259	2.00E-04
457	Basse-Terre	Foret_ombrophile	630900	1799700	0	0	0	18.4874	0.9888	0	1.0093	0.7508	10.6481	23.4267	446.9821	2795.8604	22.4025	2.00E-04
458	Grande-Terre	Fonds	662100	1799700	0.3126	0	0	3.4271	0.3749	0.6788	51.4846	0	281.6234	11.7613	36.3193	1706.1597	25.4444	0.0515
459	Grande-Terre	Fonds	670100	1799700	0.1339	0	0.0939	2.1862	0.695	0.9863	54.3148	0	197.7593	16.0781	78.5666	1623.9166	25.3741	0.0115
460	Grande-Terre	Plateaux_E	677100	1799700	0.4958	0	0.224	19.3042	0.0751	1.2097	26.2562	0	68.0247	3.5985	38.0662	1382.179	25.6654	0.0324
461	Grande-Terre	Plateaux_E	680100	1799700	0.9308	0	0	19.31	0.0452	0.6512	14.3611	0	55.1975	2.0682	47.0883	1338.4043	25.7086	0.018
462	Grande-Terre	Plateaux_E	681700	1799700	0.7324	0	0.0145	9.2309	0.1129	0.9072	47.0833	0	94.6481	2.3395	44.9529	1308.4722	25.7728	0.0313
463	Grande-Terre	Plateaux_Atl	684700	1799700	0.5947	0.0052	0.0788	9.6024	0.1285	1.1294	38.2099	0	137.8025	2.6079	32.7741	1260.3171	25.8519	0.0343
464	Basse-Terre	Foret_sempervirente	628700	1799500	0	0.0045	0.0077	17.4335	0.8829	0.8408	30.8867	0.1721	88.5866	17.433	139.255	2473.9375	23.942	0.0153
465	Basse-Terre	Foret_sempervirente	628900	1799500	0	0.0026	0.0177	15.4916	0.915	0.6804	30.3179	0.2338	68.1265	18.5995	166.4626	2522.895	23.758	0.0087
466	Basse-Terre	Foret_sempervirente	629500	1799500	0	0	0.0177	15.8458	0.9602	0.2162	14.0648	0.3672	33.6636	20.1802	259.2487	2644.3118	23.2556	9.00E-04
467	Basse-Terre	Foret_ombrophile	629900	1799500	0	0	0.0177	17.2672	0.9635	0.1199	9.2191	0.4411	27.2901	21.3995	328.5548	2702.7639	22.979	6.00E-04
468	Basse-Terre	Foret_ombrophile	630100	1799500	0	0	0.0177	16.8473	0.9654	0.1192	8.9815	0.5214	24.4352	22.2337	365.6221	2725.2761	22.8593	4.00E-04
469	Grande-Terre	Fonds	666500	1799500	0.2768	0	0.0848	1.967	0.5901	0.9228	61.4722	0	250.5154	14.9547	84.1711	1770.2145	25.1728	0.0142
470	Grande-Terre	Fonds	669500	1799500	0.1555	0	0.0563	1.9938	0.7025	0.9989	66.3549	0	207.4352	16.7619	85.6562	1678.9213	25.2556	0.0116
471	Grande-Terre	Fonds	670700	1799500	0.122	0	0.111	1.8392	0.6707	0.9575	52.9198	0	195.2531	16.0794	75.1898	1587.4691	25.4543	0.0091
472	Grande-Terre	Plateaux_E	679300	1799500	0.9191	0	0	13.8803	0.046	0.761	12.7654	0	51.7685	2.0314	46.032	1358.6057	25.684	0.015
473	Grande-Terre	Plateaux_E	682500	1799500	0.5293	0	0.1629	8.5255	0.1526	1.2471	56.2994	0	116.929	3.0797	42.6728	1296.8835	25.8012	0.0266
474	Basse-Terre	Foret_ombrophile	629700	1799300	0	0	0.0177	14.9843	0.963	0.2046	13	0.4097	28.1574	21.1486	294.3148	2682.9729	23.084	6.00E-04
475	Grande-Terre	Fonds	664100	1799300	0.3269	0	0	1.3956	0.496	0.5958	40.966	0	295.8087	15.308	61.3657	1760.2184	25.2654	0.0316
476	Grande-Terre	Fonds	667100	1799300	0.2554	0	0.1021	1.7853	0.5991	0.9448	59.7593	0	239.2037	14.7668	89.7452	1761.7739	25.1914	0.0144
477	Grande-Terre	Plateaux_E	672300	1799300	0.2973	0	0.2056	2.25	0.3951	1.1897	53.1204	0	212.4691	11.2188	54.2062	1499.277	25.5951	0.0223
478	Grande-Terre	Plateaux_E	674100	1799300	0.3515	0	0.4716	9.5149	0.1448	0.8247	21.7006	0	135.9938	6.8697	38.516	1437.4468	25.6827	0.028
479	Grande-Terre	Plateaux_E	675500	1799300	0.6048	0	0.249	24.9343	0.1303	0.8537	14.8395	0	113.466	6.4388	33.3405	1405.7585	25.7	0.0187
480	Grande-Terre	Plateaux_E	676300	1799300	0.7528	0	0.1054	25.3841	0.1362	0.576	16.9167	0	96.6543	5.7731	32.9958	1391.5841	25.6988	0.0163
481	Grande-Terre	Plateaux_E	680500	1799300	0.8685	0	0	13.328	0.0627	0.7775	24.2099	0	68.037	1.886	44.5089	1336.4028	25.7222	0.0239
482	Grande-Terre	Plateaux_E	683900	1799300	0.442	0	0.1426	9.2518	0.1574	1.1097	37.3086	0	160.1852	3.0008	34.7488	1263.6003	25.8716	0.0439
483	Grande-Terre	Fonds	669100	1799100	0.1925	0	0.0108	1.5917	0.6934	0.9036	59.9568	0	216.2778	16.6924	92.8895	1726.1119	25.1728	0.0157
484	Grande-Terre	Fonds	669500	1799100	0.1801	0	0.0239	1.5031	0.6921	0.9742	64.0309	0	220.3704	16.8852	91.3329	1703.1227	25.2037	0.0175
485	Grande-Terre	Plateaux_E	673300	1799100	0.3239	0	0.3269	3.6812	0.2883	1.0002	37.6852	0	203.6111	8.7334	41.8582	1465.4738	25.6346	0.0336
486	Grande-Terre	Plateaux_E	678300	1799100	0.5647	0	0.2782	12.33	0.0565	1.2978	20.6389	0	67.8951	2.5474	39.0152	1379.135	25.6383	0.0227
487	Grande-Terre	Plateaux_Atl	686700	1799100	0.3312	0.0096	0	2.9447	0.4849	1.322	28.7859	0	181.9132	4.0053	25.2052	1199.615	26.042	0.0154
488	Basse-Terre	Foret_semidecidue	627900	1798900	0	0.0243	0	16.7484	0.7924	1.0932	43.2047	0.0865	161.2772	14.0384	67.8947	2310.5979	24.5328	0.0292
489	Grande-Terre	Fonds	671100	1798900	0.2588	0	0.0553	1.4134	0.5996	1.0257	58.9784	0	226.3611	15.0841	79.9007	1587.385	25.4531	0.0195
490	Grande-Terre	Plateaux_E	676700	1798900	0.5516	0	0.2935	27.1852	0.1527	0.6402	16.4506	0	119.8796	6.4297	28.881	1385.4052	25.6877	0.0157
491	Grande-Terre	Plateaux_Atl	688300	1798900	0.4199	0	0	14.0507	0.4612	0.9861	29.4814	0	104.4878	3.7998	17.9575	1166.0928	26.1467	0.0014
492	Grande-Terre	NA	681700	1798700	0.683	0	0	9.162	0.1496	0.5454	36.3117	0	118.1975	2.9284	37.5395	1303.2747	25.8346	0.0307
493	Basse-Terre	Foret_sempervirente	643300	1798500	0.4515	0	0.0031	15.008	0.2658	1.1053	58.3889	0	205.4784	4.3042	32.908	1767.2191	25.5877	0.0607
494	Grande-Terre	Fonds	661300	1798500	0.3995	0	0	12.9054	0.2707	0.6745	38.5648	0	252.6883	11.0312	34.6339	1739.0139	25.4395	0.0593
495	Grande-Terre	Fonds	663700	1798500	0.3488	0	0	1.2848	0.499	0.5929	35.358	0	291.4136	15.4822	60.3102	1784.1165	25.263	0.0291
496	Grande-Terre	Fonds	664900	1798500	0.3471	0	0	1.7102	0.5312	0.5706	39.2407	0	289.8766	16.1944	70.6171	1789.8757	25.221	0.0276
497	Grande-Terre	Plateaux_E	678100	1798500	0.4289	0	0.4518	12.7079	0.1133	1.0327	21.3395	0	106.3981	3.7321	31.5191	1376.9854	25.6556	0.0154
498	Grande-Terre	Plateaux_Atl	683100	1798500	0.3955	0	0.0629	6.2166	0.2211	0.8975	43.3426	0	153.8333	3.957	30.4074	1274.8599	25.8728	0.041
499	Grande-Terre	Plateaux_E	674900	1798300	0.5745	0	0.1496	13.5898	0.2064	0.6669	24.25	0	185.8642	7.7607	30.7787	1412.1443	25.7099	0.0235
500	Grande-Terre	Plateaux_E	677100	1798300	0.2099	0	0.6202	23.1672	0.1503	0.6699	12.0216	0	120.8827	5.8352	23.0523	1377.9113	25.6975	0.0141
501	Grande-Terre	Plateaux_E	681500	1798300	0.7539	0.0023	0	12.2194	0.135	0.4116	24.9414	0	108.6605	2.7321	33.9726	1301.6991	25.8481	0.0243
502	Grande-Terre	Plateaux_Atl	685100	1798300	0.0535	0.0817	0.0321	7.1104	0.1861	0.7793	24.5079	0	155.9624	2.567	15.2993	1238.561	25.9255	0.1049
503	Grande-Terre	Fonds	662300	1798100	0.4081	0	0	8.125	0.4046	0.5662	29.9228	0	273.6296	14.1188	44.7072	1774.5323	25.3543	0.0411
504	Grande-Terre	Fonds	669700	1798100	0.3024	0	0.0193	1.7254	0.6005	0.8451	56.5833	0	241.7685	16.4623	95.4211	1730.4252	25.1728	0.0258
505	Grande-Terre	Plateaux_E	674100	1798100	0.4788	0	0.0913	6.2509	0.3337	0.9311	31.8735	0	210.7994	8.7755	37.3428	1439.2878	25.679	0.0388
506	Grande-Terre	Plateaux_E	674500	1798100	0.5088	0	0.1645	5.3464	0.2341	0.8985	29.1667	0	191.3735	7.6131	34.7398	1423.6829	25.7012	0.0339
507	Grande-Terre	Plateaux_E	676500	1798100	0.3049	0	0.4239	20.4659	0.1475	0.9863	26.6543	0	123.142	5.9901	21.2782	1375.9445	25.7296	0.0249
508	Grande-Terre	Plateaux_E	680300	1798100	0.9006	0.0013	0	11.4023	0.0976	0.4933	12.858	0	92.7037	1.9769	36.5737	1331.6064	25.7728	0.0253
509	Grande-Terre	Plateaux_Atl	682300	1798100	0.4789	0.019	0	8.166	0.1718	0.737	32.7099	0	127.9753	3.7317	29.0434	1280.8912	25.884	0.038
510	Grande-Terre	Plateaux_Atl	689100	1798100	0.3902	0	0	18.5609	0.489	1.0746	45.3503	0	117.9766	3.3566	11.3017	1158.7599	26.1597	0.0023
511	Basse-Terre	Foret_sempervirente	641100	1797900	0.7176	0	0	60.0201	0.2094	1.1613	43.3457	0	166.0093	3.1359	34.6881	1854.1543	25.6173	0.0213
512	Grande-Terre	Plateaux_E	675500	1797900	0.3398	0	0.317	13.1609	0.1679	1.0273	37.3333	0	146.0895	6.8442	24.804	1388.8102	25.7457	0.0265
513	Basse-Terre	Foret_sempervirente	641500	1797700	0.7044	0	0.0036	64.6793	0.1943	1.2354	42.1605	0	153.8333	3.1057	31.7213	1877.6775	25.5728	0.0197
514	Basse-Terre	Foret_sempervirente	647900	1797700	0.7128	0	0	12.2378	0.1505	0.8513	50.1358	0	133.1481	3.3768	18.5762	1694.7778	25.6951	0.0265
515	Grande-Terre	Fonds	662100	1797700	0.4698	0	0	4.3363	0.3762	0.5117	26.1111	0	278.1049	14.3544	47.7097	1779.2916	25.3642	0.0399
516	Grande-Terre	Fonds	662900	1797700	0.4084	0	0	1.8436	0.4602	0.5649	28.7593	0	286.6327	15.2947	57.5031	1799.5609	25.3025	0.027
517	Grande-Terre	Fonds	663500	1797700	0.3817	0	0	1.3548	0.5048	0.6011	33.2407	0	287.5555	15.6154	60.9157	1805.9036	25.2593	0.0229
518	Grande-Terre	Fonds	670300	1797700	0.3004	0	0.0498	1.8802	0.598	0.8682	52.7623	0	230.0093	15.9875	90.5571	1687.3989	25.2605	0.0211
519	Grande-Terre	Fonds	672100	1797700	0.2162	0	0.0526	1.6916	0.6597	0.9356	54.3025	0	211.5309	14.1828	63.1109	1547.895	25.5333	0.0117
520	Grande-Terre	Fonds	672700	1797700	0.2737	0	0.0284	4.5521	0.6221	0.8976	51.1574	0	220.2809	12.928	51.0193	1512.2291	25.5864	0.0113
521	Grande-Terre	Fonds	673300	1797700	0.3066	0	0.0661	7.0981	0.5267	1.0406	46.5123	0	240.4321	10.7737	41.4055	1478.5309	25.6358	0.0263
522	Grande-Terre	Plateaux_E	673500	1797700	0.3385	0	0.0722	7.8434	0.4807	1.0215	45.3735	0	243.9228	10.0429	39.3862	1467.5679	25.6531	0.0317
523	Grande-Terre	Plateaux_Atl	683700	1797700	0.2185	0.0248	0	3.0731	0.2348	0.7549	36.229	0	162.3589	3.848	17.4791	1253.5231	25.9193	0.1109
524	Grande-Terre	Fonds	671500	1797500	0.2359	0	0.0547	0.9894	0.6523	0.8673	55.9846	0	214.787	14.683	72.7629	1589.9089	25.4691	0.0136
525	Grande-Terre	Plateaux_E	674700	1797500	0.2686	0	0.3334	8.2372	0.2214	1.2303	41.3056	0	176.2438	6.989	30.1242	1412.3557	25.7321	0.0418
526	Grande-Terre	Plateaux_E	675300	1797500	0.2018	0	0.4122	7.7317	0.1409	1.0587	48.4352	0	142.1914	6.127	25.892	1389.7084	25.7654	0.0394
527	Grande-Terre	Plateaux_E	677100	1797500	0.069	0	0.7188	15.7796	0.0846	0.6267	26.7284	0	87.0432	4.7317	17.3885	1370.4613	25.7368	0.027
528	Grande-Terre	Mangroves_marais	678700	1797500	0.3459	0.0013	0.265	7.8096	0.2944	1.4537	41.7363	0	146.1422	5.2001	25.7908	1360.4473	25.7175	0.022
529	Grande-Terre	Plateaux_Atl	681500	1797500	0.562	0.0609	0	10.417	0.2055	0.8394	30.0489	0	136.6933	3.477	26.356	1292.96	25.8622	0.0305
530	Grande-Terre	Fonds	670300	1797300	0.2542	0	0.0463	2.7195	0.6365	0.9534	56.7963	0	217.4043	15.6737	88.0791	1684.1768	25.2802	0.0188
531	Grande-Terre	Plateaux_E	678300	1797300	0.1529	7.00E-04	0.4135	8.4907	0.2753	1.2961	39.222	0	161.4392	5.6155	20.2796	1368.1577	25.7076	0.0282
532	Grande-Terre	Plateaux_Atl	680300	1797300	0.728	0.0544	0	9.0056	0.2004	0.4375	20.2835	0	138.2568	3.783	31.609	1321.2286	25.7963	0.0241
533	Basse-Terre	Foret_semidecidue	628700	1797100	0	0.0064	0	7.1389	0.8392	1.0903	66.6245	0.0042	165.7309	12.9677	132.3162	2485.0422	23.915	0.0443
534	Basse-Terre	Foret_sempervirente	641500	1797100	0.7839	0	0	66.9915	0.1622	0.8482	32.9043	0	130.1914	2.8611	33.1935	1926.4252	25.537	0.0071
535	Grande-Terre	Fonds	663700	1797100	0.3862	0	0	1.5213	0.5409	0.5371	31.1049	0	303.0092	15.6363	67.8104	1820.4368	25.237	0.0284
536	Grande-Terre	Fonds	667300	1797100	0.3668	0	0	2.063	0.6077	0.4781	31.6759	0	248.8889	15.4773	95.4209	1811.8256	25.1309	0.0198
537	Grande-Terre	Fonds	669100	1797100	0.3271	0	0	2.5496	0.5964	0.705	49.287	0	249.0185	15.8234	93.3329	1762.743	25.1667	0.0218
538	Grande-Terre	Plateaux_E	675500	1797100	0.1461	0	0.5126	6.187	0.1258	0.965	46.8611	0	123.0957	5.6386	23.037	1381.49	25.7951	0.0349
539	Grande-Terre	Plateaux_E	677700	1797100	0.0582	0	0.6038	14.3572	0.1584	0.8705	36.2487	0	135.4743	4.5768	15.9979	1370.4113	25.7224	0.0289
540	Basse-Terre	Foret_ombrophile	638300	1796900	0.0305	0	0	7.1377	0.9584	0.1307	11.7994	0.5383	26.8519	15.041	228.2739	2179.9946	25.163	0.001
541	Basse-Terre	Foret_sempervirente	644500	1796900	0.6598	0	0	11.9312	0.2559	0.6907	30.4167	0	181.7994	6.3368	44.5858	1878.8148	25.5531	0.0332
542	Basse-Terre	Foret_sempervirente	648500	1796900	0.5666	0	0	11.8024	0.1981	0.7297	40.3519	0	167.8272	4.0251	25.1516	1767.1929	25.6296	0.038
543	Basse-Terre	Foret_sempervirente	649900	1796900	0.4492	0	0	11.1083	0.1143	0.9356	36.0772	0	101.9568	3.2763	25.2855	1752.1489	25.5741	0.0724
544	Grande-Terre	Fonds	660300	1796900	0.41	0	0	1.6535	0.3891	0.7239	39.5741	0	283.4691	13.1908	32.1644	1780.1335	25.4469	0.0509
545	Grande-Terre	Fonds	663100	1796900	0.3853	0	0	1.5491	0.5247	0.5227	30.8796	0	305.9815	15.5745	66.4213	1825.1466	25.2642	0.0286
546	Grande-Terre	Fonds	671700	1796900	0.2171	0	0.0503	0.4205	0.6196	1.0697	49.6852	0	211.6019	13.4775	60.6329	1561.8195	25.5444	0.012
